item,itemId,title,category
item2328,9878871,Item2328,315
item2329,9878872,Item2329,886
item2330,9878873,Item2330,166
item2331,9878874,Item2331,429
item2332,9878875,Item2332,362
item2333,9878876,Item2333,883
item2334,9878877,Item2334,788
item2335,9878878,Item2335,733
item2336,9878879,Item2336,904
item2337,9878880,Item2337,886
item2338,9878881,Item2338,364
item2339,9878882,Item2339,73
item2340,9878883,Item2340,817
item2341,9878884,Item2341,879
item2342,9878885,Item2342,929
item2343,9878886,Item2343,823
item2344,9878887,Item2344,939
item2345,9878888,Item2345,147
item2346,9878889,Item2346,468
item2347,9878890,Item2347,422
item2348,9878891,Item2348,317
item2349,9878892,Item2349,312
item2350,9878893,Item2350,984
item2351,9878894,Item2351,179
item2352,9878895,Item2352,791
item2353,9878896,Item2353,813
item2354,9878897,Item2354,927
item2355,9878898,Item2355,945
item2356,9878899,Item2356,832
item2357,9878900,Item2357,241
item2358,9878901,Item2358,175
item2359,9878902,Item2359,468
item2360,9878903,Item2360,19
item2361,9878904,Item2361,127
item2362,9878905,Item2362,42
item2363,9878906,Item2363,232
item2364,9878907,Item2364,217
item2365,9878908,Item2365,146
item2366,9878909,Item2366,728
item2367,9878910,Item2367,269
item2368,9878911,Item2368,224
item2369,9878912,Item2369,958
item2370,9878913,Item2370,177
item2371,9878914,Item2371,794
item2372,9878915,Item2372,903
item2373,9878916,Item2373,193
item2374,9878917,Item2374,568
item2375,9878918,Item2375,599
item2376,9878919,Item2376,114
item2377,9878920,Item2377,386
item2378,9878921,Item2378,301
item2379,9878922,Item2379,922
item2380,9878923,Item2380,107
item2381,9878924,Item2381,321
item2382,9878925,Item2382,192
item2383,9878926,Item2383,909
item2384,9878927,Item2384,452
item2385,9878928,Item2385,533
item2386,9878929,Item2386,365
item2387,9878930,Item2387,413
item2388,9878931,Item2388,169
item2389,9878932,Item2389,136
item2390,9878933,Item2390,649
item2391,9878934,Item2391,236
item2392,9878935,Item2392,308
item2393,9878936,Item2393,664
item2394,9878937,Item2394,285
item2395,9878938,Item2395,482
item2396,9878939,Item2396,344
item2397,9878940,Item2397,263
item2398,9878941,Item2398,975
item2399,9878942,Item2399,375
item2400,9878943,Item2400,428
item2401,9878944,Item2401,488
item2402,9878945,Item2402,116
item2403,9878946,Item2403,450
item2404,9878947,Item2404,257
item2405,9878948,Item2405,907
item2406,9878949,Item2406,93
item2407,9878950,Item2407,476
item2408,9878951,Item2408,280
item2409,9878952,Item2409,127
item2410,9878953,Item2410,422
item2411,9878954,Item2411,910
item2412,9878955,Item2412,751
item2413,9878956,Item2413,983
item2414,9878957,Item2414,567
item2415,9878958,Item2415,919
item2416,9878959,Item2416,764
item2417,9878960,Item2417,762
item2418,9878961,Item2418,504
item2419,9878962,Item2419,889
item2420,9878963,Item2420,977
item2421,9878964,Item2421,673
item2422,9878965,Item2422,890
item2423,9878966,Item2423,619
item2424,9878967,Item2424,492
item2425,9878968,Item2425,820
item2426,9878969,Item2426,763
item2427,9878970,Item2427,785
item2428,9878971,Item2428,519
item2429,9878972,Item2429,336
item2430,9878973,Item2430,426
item2431,9878974,Item2431,667
item2432,9878975,Item2432,421
item2433,9878976,Item2433,277
item2434,9878977,Item2434,391
item2435,9878978,Item2435,419
item2436,9878979,Item2436,328
item2437,9878980,Item2437,873
item2438,9878981,Item2438,584
item2439,9878982,Item2439,122
item2440,9878983,Item2440,601
item2441,9878984,Item2441,832
item2442,9878985,Item2442,700
item2443,9878986,Item2443,949
item2444,9878987,Item2444,533
item2445,9878988,Item2445,812
item2446,9878989,Item2446,767
item2447,9878990,Item2447,222
item2448,9878991,Item2448,855
item2449,9878992,Item2449,909
item2450,9878993,Item2450,647
item2451,9878994,Item2451,735
item2452,9878995,Item2452,304
item2453,9878996,Item2453,973
item2454,9878997,Item2454,881
item2455,9878998,Item2455,238
item2456,9878999,Item2456,584
item2457,9879000,Item2457,601
item2458,9879001,Item2458,217
item2459,9879002,Item2459,919
item2460,9879003,Item2460,412
item2461,9879004,Item2461,296
item2462,9879005,Item2462,769
item2463,9879006,Item2463,979
item2464,9879007,Item2464,155
item2465,9879008,Item2465,467
item2466,9879009,Item2466,681
item2467,9879010,Item2467,825
item2468,9879011,Item2468,958
item2469,9879012,Item2469,185
item2470,9879013,Item2470,861
item2471,9879014,Item2471,673
item2472,9879015,Item2472,135
item2473,9879016,Item2473,394
item2474,9879017,Item2474,897
item2475,9879018,Item2475,44
item2476,9879019,Item2476,717
item2477,9879020,Item2477,769
item2478,9879021,Item2478,716
item2479,9879022,Item2479,100
item2480,9879023,Item2480,90
item2481,9879024,Item2481,519
item2482,9879025,Item2482,693
item2483,9879026,Item2483,609
item2484,9879027,Item2484,154
item2485,9879028,Item2485,93
item2486,9879029,Item2486,184
item2487,9879030,Item2487,892
item2488,9879031,Item2488,394
item2489,9879032,Item2489,227
item2490,9879033,Item2490,829
item2491,9879034,Item2491,481
item2492,9879035,Item2492,703
item2493,9879036,Item2493,667
item2494,9879037,Item2494,432
item2495,9879038,Item2495,810
item2496,9879039,Item2496,767
item2497,9879040,Item2497,264
item2498,9879041,Item2498,87
item2499,9879042,Item2499,328
item2500,9879043,Item2500,952
item2501,9879044,Item2501,113
item2502,9879045,Item2502,764
item2503,9879046,Item2503,115
item2504,9879047,Item2504,510
item2505,9879048,Item2505,798
item2506,9879049,Item2506,122
item2507,9879050,Item2507,562
item2508,9879051,Item2508,108
item2509,9879052,Item2509,191
item2510,9879053,Item2510,321
item2511,9879054,Item2511,686
item2512,9879055,Item2512,82
item2513,9879056,Item2513,40
item2514,9879057,Item2514,793
item2515,9879058,Item2515,203
item2516,9879059,Item2516,391
item2517,9879060,Item2517,15
item2518,9879061,Item2518,617
item2519,9879062,Item2519,774
item2520,9879063,Item2520,494
item2521,9879064,Item2521,887
item2522,9879065,Item2522,16
item2523,9879066,Item2523,178
item2524,9879067,Item2524,641
item2525,9879068,Item2525,253
item2526,9879069,Item2526,725
item2527,9879070,Item2527,330
item2528,9879071,Item2528,894
item2529,9879072,Item2529,407
item2530,9879073,Item2530,2
item2531,9879074,Item2531,6
item2532,9879075,Item2532,945
item2533,9879076,Item2533,19
item2534,9879077,Item2534,819
item2535,9879078,Item2535,889
item2536,9879079,Item2536,570
item2537,9879080,Item2537,790
item2538,9879081,Item2538,688
item2539,9879082,Item2539,600
item2540,9879083,Item2540,456
item2541,9879084,Item2541,881
item2542,9879085,Item2542,618
item2543,9879086,Item2543,945
item2544,9879087,Item2544,89
item2545,9879088,Item2545,394
item2546,9879089,Item2546,611
item2547,9879090,Item2547,156
item2548,9879091,Item2548,524
item2549,9879092,Item2549,32
item2550,9879093,Item2550,647
item2551,9879094,Item2551,92
item2552,9879095,Item2552,818
item2553,9879096,Item2553,825
item2554,9879097,Item2554,37
item2555,9879098,Item2555,24
item2556,9879099,Item2556,78
item2557,9879100,Item2557,975
item2558,9879101,Item2558,588
item2559,9879102,Item2559,202
item2560,9879103,Item2560,645
item2561,9879104,Item2561,826
item2562,9879105,Item2562,987
item2563,9879106,Item2563,433
item2564,9879107,Item2564,367
item2565,9879108,Item2565,718
item2566,9879109,Item2566,632
item2567,9879110,Item2567,342
item2568,9879111,Item2568,519
item2569,9879112,Item2569,864
item2570,9879113,Item2570,595
item2571,9879114,Item2571,880
item2572,9879115,Item2572,884
item2573,9879116,Item2573,749
item2574,9879117,Item2574,231
item2575,9879118,Item2575,256
item2576,9879119,Item2576,948
item2577,9879120,Item2577,183
item2578,9879121,Item2578,589
item2579,9879122,Item2579,525
item2580,9879123,Item2580,388
item2581,9879124,Item2581,661
item2582,9879125,Item2582,363
item2583,9879126,Item2583,805
item2584,9879127,Item2584,802
item2585,9879128,Item2585,516
item2586,9879129,Item2586,246
item2587,9879130,Item2587,277
item2588,9879131,Item2588,209
item2589,9879132,Item2589,141
item2590,9879133,Item2590,626
item2591,9879134,Item2591,659
item2592,9879135,Item2592,237
item2593,9879136,Item2593,11
item2594,9879137,Item2594,146
item2595,9879138,Item2595,978
item2596,9879139,Item2596,35
item2597,9879140,Item2597,77
item2598,9879141,Item2598,733
item2599,9879142,Item2599,797
item2600,9879143,Item2600,241
item2601,9879144,Item2601,274
item2602,9879145,Item2602,194
item2603,9879146,Item2603,898
item2604,9879147,Item2604,273
item2605,9879148,Item2605,486
item2606,9879149,Item2606,361
item2607,9879150,Item2607,372
item2608,9879151,Item2608,881
item2609,9879152,Item2609,724
item2610,9879153,Item2610,445
item2611,9879154,Item2611,471
item2612,9879155,Item2612,662
item2613,9879156,Item2613,702
item2614,9879157,Item2614,924
item2615,9879158,Item2615,851
item2616,9879159,Item2616,701
item2617,9879160,Item2617,197
item2618,9879161,Item2618,853
item2619,9879162,Item2619,223
item2620,9879163,Item2620,992
item2621,9879164,Item2621,163
item2622,9879165,Item2622,275
item2623,9879166,Item2623,257
item2624,9879167,Item2624,230
item2625,9879168,Item2625,139
item2626,9879169,Item2626,764
item2627,9879170,Item2627,876
item2628,9879171,Item2628,678
item2629,9879172,Item2629,297
item2630,9879173,Item2630,385
item2631,9879174,Item2631,653
item2632,9879175,Item2632,863
item2633,9879176,Item2633,892
item2634,9879177,Item2634,680
item2635,9879178,Item2635,648
item2636,9879179,Item2636,89
item2637,9879180,Item2637,664
item2638,9879181,Item2638,836
item2639,9879182,Item2639,94
item2640,9879183,Item2640,711
item2641,9879184,Item2641,361
item2642,9879185,Item2642,990
item2643,9879186,Item2643,770
item2644,9879187,Item2644,225
item2645,9879188,Item2645,419
item2646,9879189,Item2646,780
item2647,9879190,Item2647,715
item2648,9879191,Item2648,150
item2649,9879192,Item2649,339
item2650,9879193,Item2650,306
item2651,9879194,Item2651,665
item2652,9879195,Item2652,792
item2653,9879196,Item2653,978
item2654,9879197,Item2654,846
item2655,9879198,Item2655,115
item2656,9879199,Item2656,540
item2657,9879200,Item2657,72
item2658,9879201,Item2658,221
item2659,9879202,Item2659,960
item2660,9879203,Item2660,644
item2661,9879204,Item2661,607
item2662,9879205,Item2662,354
item2663,9879206,Item2663,964
item2664,9879207,Item2664,912
item2665,9879208,Item2665,911
item2666,9879209,Item2666,935
item2667,9879210,Item2667,158
item2668,9879211,Item2668,51
item2669,9879212,Item2669,274
item2670,9879213,Item2670,880
item2671,9879214,Item2671,26
item2672,9879215,Item2672,419
item2673,9879216,Item2673,925
item2674,9879217,Item2674,226
item2675,9879218,Item2675,672
item2676,9879219,Item2676,84
item2677,9879220,Item2677,430
item2678,9879221,Item2678,743
item2679,9879222,Item2679,671
item2680,9879223,Item2680,195
item2681,9879224,Item2681,963
item2682,9879225,Item2682,768
item2683,9879226,Item2683,629
item2684,9879227,Item2684,46
item2685,9879228,Item2685,322
item2686,9879229,Item2686,284
item2687,9879230,Item2687,675
item2688,9879231,Item2688,712
item2689,9879232,Item2689,604
item2690,9879233,Item2690,729
item2691,9879234,Item2691,368
item2692,9879235,Item2692,662
item2693,9879236,Item2693,570
item2694,9879237,Item2694,238
item2695,9879238,Item2695,465
item2696,9879239,Item2696,862
item2697,9879240,Item2697,244
item2698,9879241,Item2698,192
item2699,9879242,Item2699,91
item2700,9879243,Item2700,587
item2701,9879244,Item2701,297
item2702,9879245,Item2702,121
item2703,9879246,Item2703,71
item2704,9879247,Item2704,290
item2705,9879248,Item2705,196
item2706,9879249,Item2706,698
item2707,9879250,Item2707,993
item2708,9879251,Item2708,541
item2709,9879252,Item2709,834
item2710,9879253,Item2710,180
item2711,9879254,Item2711,634
item2712,9879255,Item2712,214
item2713,9879256,Item2713,555
item2714,9879257,Item2714,523
item2715,9879258,Item2715,450
item2716,9879259,Item2716,790
item2717,9879260,Item2717,201
item2718,9879261,Item2718,308
item2719,9879262,Item2719,382
item2720,9879263,Item2720,800
item2721,9879264,Item2721,546
item2722,9879265,Item2722,89
item2723,9879266,Item2723,783
item2724,9879267,Item2724,137
item2725,9879268,Item2725,573
item2726,9879269,Item2726,317
item2727,9879270,Item2727,724
item2728,9879271,Item2728,670
item2729,9879272,Item2729,834
item2730,9879273,Item2730,919
item2731,9879274,Item2731,283
item2732,9879275,Item2732,228
item2733,9879276,Item2733,409
item2734,9879277,Item2734,301
item2735,9879278,Item2735,265
item2736,9879279,Item2736,539
item2737,9879280,Item2737,981
item2738,9879281,Item2738,108
item2739,9879282,Item2739,344
item2740,9879283,Item2740,350
item2741,9879284,Item2741,20
item2742,9879285,Item2742,803
item2743,9879286,Item2743,938
item2744,9879287,Item2744,130
item2745,9879288,Item2745,462
item2746,9879289,Item2746,226
item2747,9879290,Item2747,228
item2748,9879291,Item2748,284
item2749,9879292,Item2749,803
item2750,9879293,Item2750,192
item2751,9879294,Item2751,826
item2752,9879295,Item2752,798
item2753,9879296,Item2753,263
item2754,9879297,Item2754,351
item2755,9879298,Item2755,50
item2756,9879299,Item2756,252
item2757,9879300,Item2757,142
item2758,9879301,Item2758,6
item2759,9879302,Item2759,719
item2760,9879303,Item2760,551
item2761,9879304,Item2761,825
item2762,9879305,Item2762,145
item2763,9879306,Item2763,286
item2764,9879307,Item2764,972
item2765,9879308,Item2765,4
item2766,9879309,Item2766,898
item2767,9879310,Item2767,937
item2768,9879311,Item2768,944
item2769,9879312,Item2769,939
item2770,9879313,Item2770,226
item2771,9879314,Item2771,417
item2772,9879315,Item2772,102
item2773,9879316,Item2773,810
item2774,9879317,Item2774,881
item2775,9879318,Item2775,778
item2776,9879319,Item2776,819
item2777,9879320,Item2777,875
item2778,9879321,Item2778,889
item2779,9879322,Item2779,576
item2780,9879323,Item2780,165
item2781,9879324,Item2781,877
item2782,9879325,Item2782,624
item2783,9879326,Item2783,731
item2784,9879327,Item2784,957
item2785,9879328,Item2785,282
item2786,9879329,Item2786,630
item2787,9879330,Item2787,594
item2788,9879331,Item2788,310
item2789,9879332,Item2789,803
item2790,9879333,Item2790,115
item2791,9879334,Item2791,906
item2792,9879335,Item2792,691
item2793,9879336,Item2793,290
item2794,9879337,Item2794,356
item2795,9879338,Item2795,36
item2796,9879339,Item2796,371
item2797,9879340,Item2797,265
item2798,9879341,Item2798,77
item2799,9879342,Item2799,260
item2800,9879343,Item2800,452
item2801,9879344,Item2801,153
item2802,9879345,Item2802,386
item2803,9879346,Item2803,877
item2804,9879347,Item2804,310
item2805,9879348,Item2805,834
item2806,9879349,Item2806,6
item2807,9879350,Item2807,41
item2808,9879351,Item2808,724
item2809,9879352,Item2809,300
item2810,9879353,Item2810,788
item2811,9879354,Item2811,594
item2812,9879355,Item2812,978
item2813,9879356,Item2813,857
item2814,9879357,Item2814,809
item2815,9879358,Item2815,280
item2816,9879359,Item2816,624
item2817,9879360,Item2817,468
item2818,9879361,Item2818,177
item2819,9879362,Item2819,42
item2820,9879363,Item2820,687
item2821,9879364,Item2821,307
item2822,9879365,Item2822,771
item2823,9879366,Item2823,986
item2824,9879367,Item2824,563
item2825,9879368,Item2825,845
item2826,9879369,Item2826,569
item2827,9879370,Item2827,447
item2828,9879371,Item2828,759
item2829,9879372,Item2829,284
item2830,9879373,Item2830,101
item2831,9879374,Item2831,846
item2832,9879375,Item2832,574
item2833,9879376,Item2833,223
item2834,9879377,Item2834,562
item2835,9879378,Item2835,796
item2836,9879379,Item2836,617
item2837,9879380,Item2837,529
item2838,9879381,Item2838,436
item2839,9879382,Item2839,107
item2840,9879383,Item2840,104
item2841,9879384,Item2841,47
item2842,9879385,Item2842,137
item2843,9879386,Item2843,475
item2844,9879387,Item2844,793
item2845,9879388,Item2845,435
item2846,9879389,Item2846,88
item2847,9879390,Item2847,392
item2848,9879391,Item2848,403
item2849,9879392,Item2849,54
item2850,9879393,Item2850,497
item2851,9879394,Item2851,263
item2852,9879395,Item2852,296
item2853,9879396,Item2853,683
item2854,9879397,Item2854,429
item2855,9879398,Item2855,395
item2856,9879399,Item2856,323
item2857,9879400,Item2857,419
item2858,9879401,Item2858,834
item2859,9879402,Item2859,972
item2860,9879403,Item2860,462
item2861,9879404,Item2861,707
item2862,9879405,Item2862,189
item2863,9879406,Item2863,132
item2864,9879407,Item2864,917
item2865,9879408,Item2865,365
item2866,9879409,Item2866,17
item2867,9879410,Item2867,139
item2868,9879411,Item2868,733
item2869,9879412,Item2869,174
item2870,9879413,Item2870,242
item2871,9879414,Item2871,955
item2872,9879415,Item2872,125
item2873,9879416,Item2873,549
item2874,9879417,Item2874,919
item2875,9879418,Item2875,638
item2876,9879419,Item2876,568
item2877,9879420,Item2877,877
item2878,9879421,Item2878,562
item2879,9879422,Item2879,304
item2880,9879423,Item2880,558
item2881,9879424,Item2881,44
item2882,9879425,Item2882,803
item2883,9879426,Item2883,279
item2884,9879427,Item2884,497
item2885,9879428,Item2885,214
item2886,9879429,Item2886,647
item2887,9879430,Item2887,452
item2888,9879431,Item2888,929
item2889,9879432,Item2889,719
item2890,9879433,Item2890,841
item2891,9879434,Item2891,273
item2892,9879435,Item2892,132
item2893,9879436,Item2893,380
item2894,9879437,Item2894,328
item2895,9879438,Item2895,714
item2896,9879439,Item2896,192
item2897,9879440,Item2897,146
item2898,9879441,Item2898,306
item2899,9879442,Item2899,965
item2900,9879443,Item2900,102
item2901,9879444,Item2901,200
item2902,9879445,Item2902,646
item2903,9879446,Item2903,394
item2904,9879447,Item2904,819
item2905,9879448,Item2905,584
item2906,9879449,Item2906,233
item2907,9879450,Item2907,639
item2908,9879451,Item2908,926
item2909,9879452,Item2909,113
item2910,9879453,Item2910,665
item2911,9879454,Item2911,817
item2912,9879455,Item2912,861
item2913,9879456,Item2913,336
item2914,9879457,Item2914,812
item2915,9879458,Item2915,361
item2916,9879459,Item2916,713
item2917,9879460,Item2917,992
item2918,9879461,Item2918,735
item2919,9879462,Item2919,165
item2920,9879463,Item2920,656
item2921,9879464,Item2921,569
item2922,9879465,Item2922,222
item2923,9879466,Item2923,777
item2924,9879467,Item2924,825
item2925,9879468,Item2925,488
item2926,9879469,Item2926,316
item2927,9879470,Item2927,150
item2928,9879471,Item2928,695
item2929,9879472,Item2929,893
item2930,9879473,Item2930,60
item2931,9879474,Item2931,16
item2932,9879475,Item2932,766
item2933,9879476,Item2933,913
item2934,9879477,Item2934,672
item2935,9879478,Item2935,283
item2936,9879479,Item2936,429
item2937,9879480,Item2937,947
item2938,9879481,Item2938,987
item2939,9879482,Item2939,171
item2940,9879483,Item2940,128
item2941,9879484,Item2941,771
item2942,9879485,Item2942,91
item2943,9879486,Item2943,299
item2944,9879487,Item2944,904
item2945,9879488,Item2945,809
item2946,9879489,Item2946,892
item2947,9879490,Item2947,627
item2948,9879491,Item2948,907
item2949,9879492,Item2949,755
item2950,9879493,Item2950,588
item2951,9879494,Item2951,131
item2952,9879495,Item2952,931
item2953,9879496,Item2953,710
item2954,9879497,Item2954,906
item2955,9879498,Item2955,773
item2956,9879499,Item2956,804
item2957,9879500,Item2957,678
item2958,9879501,Item2958,577
item2959,9879502,Item2959,279
item2960,9879503,Item2960,669
item2961,9879504,Item2961,299
item2962,9879505,Item2962,476
item2963,9879506,Item2963,260
item2964,9879507,Item2964,258
item2965,9879508,Item2965,824
item2966,9879509,Item2966,678
item2967,9879510,Item2967,795
item2968,9879511,Item2968,436
item2969,9879512,Item2969,102
item2970,9879513,Item2970,139
item2971,9879514,Item2971,737
item2972,9879515,Item2972,296
item2973,9879516,Item2973,278
item2974,9879517,Item2974,678
item2975,9879518,Item2975,458
item2976,9879519,Item2976,916
item2977,9879520,Item2977,147
item2978,9879521,Item2978,838
item2979,9879522,Item2979,633
item2980,9879523,Item2980,519
item2981,9879524,Item2981,186
item2982,9879525,Item2982,605
item2983,9879526,Item2983,154
item2984,9879527,Item2984,129
item2985,9879528,Item2985,383
item2986,9879529,Item2986,558
item2987,9879530,Item2987,505
item2988,9879531,Item2988,990
item2989,9879532,Item2989,584
item2990,9879533,Item2990,421
item2991,9879534,Item2991,160
item2992,9879535,Item2992,47
item2993,9879536,Item2993,796
item2994,9879537,Item2994,837
item2995,9879538,Item2995,450
item2996,9879539,Item2996,915
item2997,9879540,Item2997,386
item2998,9879541,Item2998,48
item2999,9879542,Item2999,154
item3000,9879543,Item3000,47
item3001,9879544,Item3001,801
item3002,9879545,Item3002,87
item3003,9879546,Item3003,516
item3004,9879547,Item3004,509
item3005,9879548,Item3005,904
item3006,9879549,Item3006,986
item3007,9879550,Item3007,430
item3008,9879551,Item3008,151
item3009,9879552,Item3009,393
item3010,9879553,Item3010,656
item3011,9879554,Item3011,297
item3012,9879555,Item3012,432
item3013,9879556,Item3013,92
item3014,9879557,Item3014,414
item3015,9879558,Item3015,867
item3016,9879559,Item3016,635
item3017,9879560,Item3017,471
item3018,9879561,Item3018,846
item3019,9879562,Item3019,844
item3020,9879563,Item3020,406
item3021,9879564,Item3021,777
item3022,9879565,Item3022,163
item3023,9879566,Item3023,926
item3024,9879567,Item3024,451
item3025,9879568,Item3025,601
item3026,9879569,Item3026,40
item3027,9879570,Item3027,517
item3028,9879571,Item3028,188
item3029,9879572,Item3029,300
item3030,9879573,Item3030,668
item3031,9879574,Item3031,395
item3032,9879575,Item3032,235
item3033,9879576,Item3033,708
item3034,9879577,Item3034,620
item3035,9879578,Item3035,340
item3036,9879579,Item3036,379
item3037,9879580,Item3037,979
item3038,9879581,Item3038,11
item3039,9879582,Item3039,42
item3040,9879583,Item3040,54
item3041,9879584,Item3041,629
item3042,9879585,Item3042,970
item3043,9879586,Item3043,881
item3044,9879587,Item3044,144
item3045,9879588,Item3045,566
item3046,9879589,Item3046,747
item3047,9879590,Item3047,814
item3048,9879591,Item3048,221
item3049,9879592,Item3049,923
item3050,9879593,Item3050,583
item3051,9879594,Item3051,202
item3052,9879595,Item3052,849
item3053,9879596,Item3053,548
item3054,9879597,Item3054,634
item3055,9879598,Item3055,123
item3056,9879599,Item3056,659
item3057,9879600,Item3057,149
item3058,9879601,Item3058,704
item3059,9879602,Item3059,713
item3060,9879603,Item3060,75
item3061,9879604,Item3061,107
item3062,9879605,Item3062,165
item3063,9879606,Item3063,173
item3064,9879607,Item3064,873
item3065,9879608,Item3065,394
item3066,9879609,Item3066,712
item3067,9879610,Item3067,76
item3068,9879611,Item3068,812
item3069,9879612,Item3069,191
item3070,9879613,Item3070,122
item3071,9879614,Item3071,574
item3072,9879615,Item3072,111
item3073,9879616,Item3073,780
item3074,9879617,Item3074,377
item3075,9879618,Item3075,268
item3076,9879619,Item3076,71
item3077,9879620,Item3077,137
item3078,9879621,Item3078,378
item3079,9879622,Item3079,638
item3080,9879623,Item3080,340
item3081,9879624,Item3081,796
item3082,9879625,Item3082,129
item3083,9879626,Item3083,686
item3084,9879627,Item3084,253
item3085,9879628,Item3085,178
item3086,9879629,Item3086,810
item3087,9879630,Item3087,986
item3088,9879631,Item3088,944
item3089,9879632,Item3089,63
item3090,9879633,Item3090,588
item3091,9879634,Item3091,998
item3092,9879635,Item3092,989
item3093,9879636,Item3093,377
item3094,9879637,Item3094,774
item3095,9879638,Item3095,554
item3096,9879639,Item3096,114
item3097,9879640,Item3097,998
item3098,9879641,Item3098,57
item3099,9879642,Item3099,574
item3100,9879643,Item3100,777
item3101,9879644,Item3101,818
item3102,9879645,Item3102,394
item3103,9879646,Item3103,532
item3104,9879647,Item3104,866
item3105,9879648,Item3105,689
item3106,9879649,Item3106,430
item3107,9879650,Item3107,721
item3108,9879651,Item3108,880
item3109,9879652,Item3109,611
item3110,9879653,Item3110,413
item3111,9879654,Item3111,760
item3112,9879655,Item3112,348
item3113,9879656,Item3113,828
item3114,9879657,Item3114,541
item3115,9879658,Item3115,312
item3116,9879659,Item3116,516
item3117,9879660,Item3117,357
item3118,9879661,Item3118,139
item3119,9879662,Item3119,444
item3120,9879663,Item3120,474
item3121,9879664,Item3121,853
item3122,9879665,Item3122,635
item3123,9879666,Item3123,734
item3124,9879667,Item3124,50
item3125,9879668,Item3125,724
item3126,9879669,Item3126,305
item3127,9879670,Item3127,254
item3128,9879671,Item3128,226
item3129,9879672,Item3129,602
item3130,9879673,Item3130,209
item3131,9879674,Item3131,513
item3132,9879675,Item3132,523
item3133,9879676,Item3133,194
item3134,9879677,Item3134,458
item3135,9879678,Item3135,938
item3136,9879679,Item3136,424
item3137,9879680,Item3137,246
item3138,9879681,Item3138,438
item3139,9879682,Item3139,964
item3140,9879683,Item3140,375
item3141,9879684,Item3141,994
item3142,9879685,Item3142,288
item3143,9879686,Item3143,760
item3144,9879687,Item3144,929
item3145,9879688,Item3145,538
item3146,9879689,Item3146,692
item3147,9879690,Item3147,472
item3148,9879691,Item3148,54
item3149,9879692,Item3149,275
item3150,9879693,Item3150,285
item3151,9879694,Item3151,576
item3152,9879695,Item3152,346
item3153,9879696,Item3153,681
item3154,9879697,Item3154,839
item3155,9879698,Item3155,964
item3156,9879699,Item3156,154
item3157,9879700,Item3157,872
item3158,9879701,Item3158,184
item3159,9879702,Item3159,435
item3160,9879703,Item3160,610
item3161,9879704,Item3161,660
item3162,9879705,Item3162,466
item3163,9879706,Item3163,708
item3164,9879707,Item3164,278
item3165,9879708,Item3165,428
item3166,9879709,Item3166,466
item3167,9879710,Item3167,422
item3168,9879711,Item3168,208
item3169,9879712,Item3169,618
item3170,9879713,Item3170,810
item3171,9879714,Item3171,61
item3172,9879715,Item3172,45
item3173,9879716,Item3173,520
item3174,9879717,Item3174,359
item3175,9879718,Item3175,693
item3176,9879719,Item3176,57
item3177,9879720,Item3177,330
item3178,9879721,Item3178,671
item3179,9879722,Item3179,731
item3180,9879723,Item3180,498
item3181,9879724,Item3181,886
item3182,9879725,Item3182,168
item3183,9879726,Item3183,433
item3184,9879727,Item3184,132
item3185,9879728,Item3185,217
item3186,9879729,Item3186,379
item3187,9879730,Item3187,85
item3188,9879731,Item3188,21
item3189,9879732,Item3189,822
item3190,9879733,Item3190,224
item3191,9879734,Item3191,929
item3192,9879735,Item3192,353
item3193,9879736,Item3193,889
item3194,9879737,Item3194,636
item3195,9879738,Item3195,253
item3196,9879739,Item3196,658
item3197,9879740,Item3197,66
item3198,9879741,Item3198,132
item3199,9879742,Item3199,172
item3200,9879743,Item3200,184
item3201,9879744,Item3201,386
item3202,9879745,Item3202,252
item3203,9879746,Item3203,721
item3204,9879747,Item3204,39
item3205,9879748,Item3205,785
item3206,9879749,Item3206,803
item3207,9879750,Item3207,286
item3208,9879751,Item3208,744
item3209,9879752,Item3209,410
item3210,9879753,Item3210,439
item3211,9879754,Item3211,117
item3212,9879755,Item3212,621
item3213,9879756,Item3213,332
item3214,9879757,Item3214,109
item3215,9879758,Item3215,913
item3216,9879759,Item3216,179
item3217,9879760,Item3217,303
item3218,9879761,Item3218,947
item3219,9879762,Item3219,285
item3220,9879763,Item3220,908
item3221,9879764,Item3221,873
item3222,9879765,Item3222,43
item3223,9879766,Item3223,688
item3224,9879767,Item3224,596
item3225,9879768,Item3225,275
item3226,9879769,Item3226,620
item3227,9879770,Item3227,609
item3228,9879771,Item3228,543
item3229,9879772,Item3229,495
item3230,9879773,Item3230,59
item3231,9879774,Item3231,285
item3232,9879775,Item3232,932
item3233,9879776,Item3233,379
item3234,9879777,Item3234,150
item3235,9879778,Item3235,435
item3236,9879779,Item3236,539
item3237,9879780,Item3237,667
item3238,9879781,Item3238,990
item3239,9879782,Item3239,758
item3240,9879783,Item3240,586
item3241,9879784,Item3241,304
item3242,9879785,Item3242,223
item3243,9879786,Item3243,306
item3244,9879787,Item3244,884
item3245,9879788,Item3245,6
item3246,9879789,Item3246,533
item3247,9879790,Item3247,390
item3248,9879791,Item3248,603
item3249,9879792,Item3249,294
item3250,9879793,Item3250,169
item3251,9879794,Item3251,8
item3252,9879795,Item3252,345
item3253,9879796,Item3253,323
item3254,9879797,Item3254,633
item3255,9879798,Item3255,847
item3256,9879799,Item3256,232
item3257,9879800,Item3257,83
item3258,9879801,Item3258,649
item3259,9879802,Item3259,674
